Hersteller;Produktname;kategorie;artikelnummer;artikel id;URL;produkttyp;durchmesser;rauchrohr durchmesser;isActive;farbe korpus-118
Haas + Sohn;Haas+Sohn Montegrotto II Kaminofen Perlschwarz / Serpentino;Kaminöfen 6 bis 7 kW;03 305 15 16;13811;/haassohn-montegrotto-ii-kaminofen-perlschwarz-serpentino;"[""Kaminofen""]";;150;0;"[""Grau""]"
Haas + Sohn;Haas+Sohn Montegrotto II Kaminofen Schwarz / Kalkstein;Kaminöfen 6 bis 7 kW;03 305 15 15;13811;/haassohn-montegrotto-ii-kaminofen-schwarz-kalkstein;"[""Kaminofen""]";;150;0;"[""Wei\u00df""]"
Haas + Sohn;Haas+Sohn Prunus 332.15 Kaminofen Perl-Schwarz;Kaminöfen 6 bis 7 kW;03 332 15 10;13812;/haassohn-prunus-33215-kaminofen-perl-schwarz;"[""Kaminofen""]";;150;0;"[""Schwarz""]"
Haas + Sohn;Haas+Sohn Prunus 332.15-ST Kaminofen Perl-Schwarz | Serpentino;Kaminöfen 6 bis 7 kW;03 332 15 16;13812;https://www.kamdi24.de/haassohn-prunus-33215-st-kaminofen-perl-schwarz-serpentino;"[""Kaminofen""]";;150;0;"[""Schwarz""]"
Haas + Sohn;Haas+Sohn Aruba easy Kaminofen Schwarz / Quarzit Grau;Kaminöfen 6 bis 7 kW;04 220 17 08;13813;/haassohn-aruba-easy-kaminofen-schwarz-quarzit-grau;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Haas + Sohn;Haas+Sohn Aruba easy Kaminofen Schwarz / Woodstone;Kaminöfen 6 bis 7 kW;04 220 17 00;13813;/haassohn-aruba-easy-kaminofen-schwarz-woodstone;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Beige""]"
Haas + Sohn;Haas+Sohn Hasvik Kaminofen Perl-Anthrazit / Quarzit Grau;Kaminöfen 8 bis 9 kW;04 231 18 05;13814;/haassohn-hasvik-kaminofen-perl-anthrazit-quarzit-grau;"[""Kaminofen""]";;150;1;"[""Grau""]"
Haas + Sohn;Haas+Sohn Hasvik Kaminofen Anthrazit / Woodstone;Kaminöfen 8 bis 9 kW;04 231 18 03;13814;/haassohn-hasvik-kaminofen-anthrazit-woodstone;"[""Kaminofen""]";;150;0;"[""Schwarz"",""Beige""]"
Haas + Sohn;Haas+Sohn Kuopio II Kaminofen Perlanthrazit / Woodstone;Kaminöfen 8 bis 9 kW;04 265 18 13;13815;/haassohn-kuopio-ii-kaminofen-perlanthrazit-woodstone;"[""Kaminofen""]";;150;1;"[""Braun"",""Grau""]"
Haas + Sohn;Haas+Sohn Kuopio II Kaminofen Anthrazit/Serpentino;Kaminöfen 8 bis 9 kW;04 265 18 11;13815;/haassohn-kuopio-ii-kaminofen-anthrazit-serpentino;"[""Kaminofen""]";;150;1;"[""Stone (Grau)"",""Grau""]"
Haas + Sohn;Haas+Sohn Kuopio II Kaminofen Perlanthrazit / Quarzit grau;Kaminöfen 8 bis 9 kW;04 265 18 15;13815;/haassohn-kuopio-ii-kaminofen-perlanthrazit-quarzit-grau;"[""Kaminofen""]";;150;1;"[""Grau""]"
Haas + Sohn;Haas+Sohn Rubus easy Kaminofen Schwarz / Woodstone;Kaminöfen 6 bis 7 kW;04 295 15 00;13816;/haassohn-rubus-easy-kaminofen-schwarz-woodstone;"[""Kaminofen""]";;150;0;"[""Schwarz"",""Beige""]"
Haas + Sohn;Haas+Sohn Rubus easy Kaminofen Schwarz / Serpentino;Kaminöfen 6 bis 7 kW;04 295 15 01;13816;/haassohn-rubus-easy-kaminofen-schwarz-serpentino;"[""Kaminofen""]";;150;0;"[""Grau""]"
Haas + Sohn;Haas+Sohn Bali easy Kaminofen Perlschwarz / Woodstone;Kaminöfen 6 bis 7 kW;04 296 17 00;13817;/haassohn-bali-easy-kaminofen-perlschwarz-woodstone;"[""Kaminofen""]";;150;0;"[""Schwarz""]"
Haas + Sohn;Haas+Sohn Bali easy Kaminofen Perlschwarz / Quarzit Grau;Kaminöfen 6 bis 7 kW;04 296 17 06;13817;/haassohn-bali-easy-kaminofen-perlschwarz-quarzit-grau;"[""Kaminofen""]";;150;0;"[""Schwarz"",""Grau""]"
Haas + Sohn;Haas+Sohn Treviso-II Kaminofen Keramik Elfenbein;Kaminöfen 8 bis 9 kW;04 339 15 32;13818;/haassohn-treviso-ii-kaminofen-keramik-elfenbein;"[""Kaminofen""]";;150;0;"[""Wei\u00df"",""Cremewei\u00df""]"
Haas + Sohn;Haas+Sohn Treviso-II Kaminofen Keramik Grün;Kaminöfen 8 bis 9 kW;04 339 15 30;13818;/haassohn-treviso-ii-kaminofen-keramik-gruen;"[""Kaminofen""]";;150;1;"[""Gr\u00fcn""]"
Haas + Sohn;Haas+Sohn Treviso-II Kaminofen Keramik Creme;Kaminöfen 8 bis 9 kW;04 339 15 33;13818;/haassohn-treviso-ii-kaminofen-keramik-creme;"[""Kaminofen""]";;150;0;"[""Cremewei\u00df""]"
Haas + Sohn;Haas+Sohn Tirol Kaminofen Perlschwarz / Creme;Kaminöfen 6 bis 7 kW;04 343 50 01;13819;/haassohn-tirol-kaminofen-perlschwarz-creme;"[""Kaminofen""]";;130;1;"[""Schwarz"",""Cremewei\u00df""]"
Haas + Sohn;Haas+Sohn Tirol Kaminofen Perlschwarz / Grün;Kaminöfen 6 bis 7 kW;04 343 50 02;13819;/haassohn-tirol-kaminofen-perlschwarz-gruen;"[""Kaminofen""]";;130;1;
Haas + Sohn;Haas+Sohn Tirol Kaminofen Perlschwarz / Grün-Weiß;Kaminöfen 6 bis 7 kW;04 343 50 03;13819;/haassohn-tirol-kaminofen-perlschwarz-gruen-weiss;"[""Kaminofen""]";;130;1;"[""Gr\u00fcn"",""Wei\u00df"",""Schwarz""]"
Haas + Sohn;Haas+Sohn Tirol Kaminofen Perlschwarz / Braun-Weiß;Kaminöfen 6 bis 7 kW;04 343 50 04;13819;/haassohn-tirol-kaminofen-perlschwarz-braun-weiss;"[""Kaminofen""]";;130;0;"[""Gr\u00fcn"",""Wei\u00df"",""Schwarz""]"
Haas + Sohn;Haas+Sohn HSP 6 Pelletto IV Pelletofen perl-grau/perl-anthrazit;Pelletöfen 6 bis 8 kW;05 419 08 17;13820;/haassohn-hsp-6-pelletto-iv-pelletofen-perl-grau-perl-anthrazit;"[""Pelletofen""]";;80;0;"[""Grau""]"
Haas + Sohn;Haas+Sohn HSP 6 Pelletto IV Pelletofen perl-anthrazit/weiß;Pelletöfen 6 bis 8 kW;05 419 08 19;13820;/haassohn-hsp-6-pelletto-iv-pelletofen-perl-anthrazit-weiss;"[""Pelletofen""]";;80;1;"[""Wei\u00df"",""Grau""]"
Haas + Sohn;Haas+Sohn HSP 8 Home II 445.08 Pelletofen Perl-Schwarz | Front Weiß;Pelletöfen 6 bis 8 kW;05 445 08 05;13821;/haassohn-hsp-8-home-ii-44508-pelletofen-perl-schwarz-front-weiss;;;80;0;"[""Wei\u00df"",""Schwarz""]"
Haas + Sohn;Haas+Sohn HSP 8 Home II 445.08 Pelletofen Perl-Schwarz | Perlrubin;Pelletöfen 6 bis 8 kW;05 445 08 06;13821;/haassohn-hsp-8-home-ii-44508-pelletofen-perl-schwarz-perlrubin;;;;0;
Haas + Sohn;Haas+Sohn HSP 8 Home II 445.08 Pelletofen Perl-Schwarz | Front Perl-Grau;Pelletöfen 6 bis 8 kW;05 445 08 04;13821;/haas-sohn-hsp-8-home-II-44508-pelletofen-perl-schwarz-front-perl-grau;"[""Pelletofen""]";;80;1;
Haas + Sohn;Haas+Sohn HSP 2.17 Home-III Pelletofen Top und Front Perl-Schwarz;Pelletöfen 6 bis 8 kW;05 714 07 33;13822;/haassohn-hsp-217-home-iii-pelletofen-top-und-front-perl-schwarz;;;80;0;"[""Schwarz"",""Grau""]"
Haas + Sohn;Haas+Sohn HSP 2.17 Home-III Pelletofen Tür Perl-Schwarz;Pelletöfen 6 bis 8 kW;05 714 07 34;13822;/haassohn-hsp-217-home-iii-pelletofen-tuer-perl-schwarz;;;;0;
Austroflamm;Austroflamm Pallas Kaminofen Stahl Gussgrau;Kaminöfen 8 bis 9 kW;051001_1;13823;/austroflamm-pallas-kaminofen-stahl-gussgrau;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Pallas Kaminofen Speckstein;Kaminöfen 8 bis 9 kW;051001_3;13823;/austroflamm-pallas-kaminofen-speckstein;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Pallas Kaminofen Keramik Erde;Kaminöfen 8 bis 9 kW;051001_2;13823;/austroflamm-pallas-kaminofen-keramik-erde;"[""Kaminofen""]";;150;1;"[""Braun""]"
Austroflamm;Austroflamm Pallas Back Kaminofen Keramik Erde + 1 m³ Kaminholz gratis;Kaminöfen 8 bis 9 kW;051014_2;13824;/austroflamm-pallas-back-kaminofen-keramik-erde;"[""Kaminofen""]";;150;1;"[""Braun""]"
Austroflamm;Austroflamm Pallas Back Kaminofen Stahl Gussgrau;Kaminöfen 8 bis 9 kW;051014_1;13824;/austroflamm-pallas-back-kaminofen-stahl-gussgrau;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Pallas Back Kaminofen Speckstein;Kaminöfen 8 bis 9 kW;051014_3;13824;/austroflamm-pallas-back-kaminofen-speckstein;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Speckstein, Guss-Topplatte, RRA hinten;Kaminöfen 6 bis 7 kW;054004_4;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-speckstein-guss-topplatte-rra-hinten;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Keramik Schwarz matt, Topplatte Keramik Schwarz matt, RRA oben;Kaminöfen 6 bis 7 kW;054004_7;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-keramik-schwarz-matt-topplatte-keramik-schwarz-matt-rra-oben;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Speckstein, Guss-Topplatte, RRA oben;Kaminöfen 6 bis 7 kW;054004_3;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-speckstein-guss-topplatte-rra-oben;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Speckstein, Topplatte Speckstein, RRA hinten;Kaminöfen 6 bis 7 kW;054004_6;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-speckstein-topplatte-speckstein-rra-hinten;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Speckstein, Topplatte Speckstein, RRA oben;Kaminöfen 6 bis 7 kW;054004_5;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-speckstein-topplatte-speckstein-rra-oben;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Keramik Schwarz matt, Topplatte Keramik Schwarz matt, RRA hinten;Kaminöfen 6 bis 7 kW;054004_8;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-keramik-schwarz-matt-topplatte-keramik-schwarz-matt-rra-hinten;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Keramik Schwarz matt, Guss-Topplatte, RRA oben;Kaminöfen 6 bis 7 kW;054004_1;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-keramik-schwarz-matt-guss-topplatte-rra-oben;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Stahl Gussgrau, Warmhaltefach Keramik Schwarz matt, Guss-Topplatte, RRA hinten + 1 m³ Kaminholz gratis;Kaminöfen 6 bis 7 kW;054004_2;13825;/austroflamm-koko-20-kaminofen-stahl-gussgrau-warmhaltefach-keramik-schwarz-matt-guss-topplatte-rra-hinten;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Speckstein, Warmhaltefach Keramik Schwarz matt, Topplatte Keramik Schwarz matt, RRA hinten;Kaminöfen 6 bis 7 kW;054004_14;13826;/austroflamm-koko-20-kaminofen-speckstein-warmhaltefach-keramik-schwarz-matt-topplatte-keramik-schwarz-matt-rra-hinten;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Speckstein, Warmhaltefach Speckstein, Topplatte Speckstein, RRA oben;Kaminöfen 6 bis 7 kW;054004_11;13826;/austroflamm-koko-20-kaminofen-speckstein-warmhaltefach-speckstein-topplatte-speckstein-rra-oben;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Speckstein, Warmhaltefach Speckstein, Topplatte Speckstein, RRA hinten + 1 m³ Kaminholz gratis;Kaminöfen 6 bis 7 kW;054004_12;13826;/austroflamm-koko-20-kaminofen-speckstein-warmhaltefach-speckstein-topplatte-speckstein-rra-hinten;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Speckstein, Warmhaltefach Keramik Schwarz matt, Topplatte Keramik Schwarz matt, RRA oben;Kaminöfen 6 bis 7 kW;054004_13;13826;/austroflamm-koko-20-kaminofen-speckstein-warmhaltefach-keramik-schwarz-matt-topplatte-keramik-schwarz-matt-rra-oben;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Speckstein, Warmhaltefach Speckstein, Guss-Topplatte, RRA hinten;Kaminöfen 6 bis 7 kW;054004_10;13826;/austroflamm-koko-20-kaminofen-speckstein-warmhaltefach-speckstein-guss-topplatte-rra-hinten;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Koko 2.0 Kaminofen Speckstein, Warmhaltefach Speckstein, Guss-Topplatte, RRA oben;Kaminöfen 6 bis 7 kW;054004_9;13826;/austroflamm-koko-20-kaminofen-speckstein-warmhaltefach-speckstein-guss-topplatte-rra-oben;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Flok 2.0 Kaminofen Stahl Schwarz, RR oben + 1 m³ Kaminholz gratis;Kaminöfen bis 5 kW;056004_1;13827;/austroflamm-flok-20-kaminofen-stahl-schwarz-rr-oben;"[""Kaminofen""]";;130;1;"[""Schwarz""]"
Austroflamm;Austroflamm Flok 2.0 Kaminofen Speckstein, RR hinten;Kaminöfen bis 5 kW;056004_4;13827;/austroflamm-flok-20-kaminofen-speckstein-rr-hinten;"[""Kaminofen""]";;130;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Flok 2.0 Kaminofen Stahl Schwarz, RR hinten;Kaminöfen bis 5 kW;056004_2;13827;/austroflamm-flok-20-kaminofen-stahl-schwarz-rr-hinten;"[""Kaminofen""]";;130;1;"[""Schwarz""]"
Austroflamm;Austroflamm Flok 2.0 Kaminofen Speckstein, RR oben;Kaminöfen bis 5 kW;056004_3;13827;/austroflamm-flok-20-kaminofen-speckstein-rr-oben;"[""Kaminofen""]";;130;1;"[""Schwarz"",""Grau""]"
Haas + Sohn;Haas+Sohn Genf III Kaminbausatz Rainbow;Kaminbausätze;06 018 00 43;13828;/haassohn-genf-iii-kaminbausatz-rainbow;;;180;0;"[""Wei\u00df""]"
Haas + Sohn;Haas+Sohn Genf III Kaminbausatz Ruivina;Kaminbausätze;06 018 00 44;13828;/haassohn-genf-iii-kaminbausatz-ruivina;"[""Kaminbausatz""]";;180;1;
Haas + Sohn;Haas+Sohn Genf III Kaminbausatz Quarzit Mocca Creme;Kaminbausätze;06 018 00 47;13828;/haassohn-genf-iii-kaminbausatz-quarzit-mocca-creme;"[""Kaminbausatz""]";;180;1;"[""Grau""]"
Austroflamm;Austroflamm Lucy Cook Kaminofen Stahl gussgrau + 1 m³ Kaminholz gratis;Kaminöfen 6 bis 7 kW;060001_1;13829;/austroflamm-lucy-cook-kaminofen-stahl-gussgrau-rr-oben;"[""Kaminofen""]";;130;1;"[""Grau""]"
Austroflamm;Austroflamm Lucy Cook Kaminofen Stahl gussgrau + 1 m³ Kaminholz gratis;Kaminöfen 6 bis 7 kW;060001_2;13829;/austroflamm-lucy-cook-kaminofen-stahl-gussgrau;"[""Kaminofen""]";;130;1;"[""Grau""]"
Austroflamm;Austroflamm Uno Xtra Stahl Gussgrau;Kaminöfen 6 bis 7 kW;063001_1;13831;/austroflamm-uno-xtra-stahl-gussgrau;"[""Kaminofen""]";;150;1;"[""Grau""]"
Austroflamm;Austroflamm Uno Xtra Speckstein;Kaminöfen 6 bis 7 kW;063001_2;13831;/austroflamm-uno-xtra-speckstein;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Uno Xtra Keramik Hanf;Kaminöfen 6 bis 7 kW;063001_3;13831;/austroflamm-uno-xtra-keramik-hanf;"[""Kaminofen""]";;150;1;"[""Beige""]"
Austroflamm;Austroflamm Bono Xtra Kaminofen Speckstein - Restbestand;Kaminöfen bis 5 kW;066001_2;13832;/austroflamm-bono-xtra-kaminofen-speckstein;"[""Kaminofen""]";;150;0;"[""Schwarz"",""Grau""]"
Austroflamm;Austroflamm Bono Xtra Kaminofen Stahl Gussgrau;Kaminöfen bis 5 kW;066001_1;13832;/austroflamm-bono-xtra-kaminofen-stahl-gussgrau;"[""Kaminofen""]";;150;0;"[""Grau""]"
Haas + Sohn;Haas+Sohn HA 75.5-A Küchenofen Anthrazit Backfach Rechts;Küchenöfen;07 175 13 00;13833;/haassohn-ha-755-a-kuechenofen-anthrazit-backfach-rechts;;;120;0;
Haas + Sohn;Haas+Sohn HA 75.5-A Küchenofen Anthrazit Backfach Links;Küchenöfen;07 175 14 00;13833;/haassohn-ha-755-a-kuechenofen-anthrazit-backfach-links;;;120;0;"[""Grau""]"
Haas + Sohn;Haas+Sohn HA 75.5-A Küchenofen Weiß Backfach Rechts;Küchenöfen;07 175 11 00;13833;/haassohn-ha-755-a-kuechenofen-weiss-backfach-rechts;;;120;0;
Haas + Sohn;Haas+Sohn HA 75.5-A Küchenofen Weiß Backfach Links;Küchenöfen;07 175 12 00;13833;/haassohn-ha-75.5-a-küchenofen-weiß-backfach-links;;;120;0;"[""Wei\u00df""]"
Austroflamm;Austroflamm Fynn Xtra 2.0 Kaminofen Stahl Schwarz / Keramik Hanf;Kaminöfen 6 bis 7 kW;071101_3;13834;/austroflamm-fynn-xtra-20-kaminofen-stahl-schwarz-keramik-hanf;"[""Kaminofen""]";;150;1;"[""Schwarz"",""Beige""]"
Austroflamm;Austroflamm Fynn Xtra 2.0 Kaminofen Stahl Schwarz / Keramik Rille Schwarz;Kaminöfen 6 bis 7 kW;071101_9;13834;/austroflamm-fynn-xtra-20-kaminofen-stahl-schwarz-keramik-rille-schwarz;"[""Kaminofen""]";;150;1;"[""Schwarz""]"
Austroflamm;Austroflamm Fynn Xtra 2.0 Kaminofen Stahl Schwarz / Keramik Rille Schwarz matt;Kaminöfen 6 bis 7 kW;071101_4;13834;/austroflamm-fynn-xtra-20-kaminofen-stahl-schwarz-keramik-rille-schwarz-matt;"[""Kaminofen""]";;150;1;"[""Schwarz""]"
Austroflamm;Austroflamm Fynn Xtra 2.0 Kaminofen Stahl / Schwarz, Glasfront Oben + Unten;Kaminöfen 6 bis 7 kW;071101_2;13834;/austroflamm-fynn-xtra-20-kaminofen-stahl-schwarz-glasfront-oben-und-unten;"[""Kaminofen""]";;150;1;"[""Schwarz""]"
